overall_rating,potential,wage,release_clause_euro,club_rating,reactions,composure,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,value
61,69,0,0.023071754,62,47,41,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,280000
61,74,0,0.023071754,69,55,42,50,50,50,54,52,52,52,54,51,51,51,56,52,52,52,56,425000
69,78,0.011013216,0.013449324,72,72,77,71,71,71,74,74,74,74,74,74,74,74,73,69,69,69,73,1600000
66,70,0.004405286,0.005440794,67,59,55,46,46,46,44,44,44,44,44,45,45,45,45,50,50,50,45,700000
66,79,0.00660793,0.010446125,68,52,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1000000
64,74,0.019823789,0.023071754,68,62,62,63,63,63,64,64,64,64,64,65,65,65,65,65,65,65,65,725000
66,66,0.008810573,0.005941328,72,62,67,66,66,66,62,64,64,64,62,62,62,62,61,57,57,57,61,575000
71,71,0.013215859,0.013949857,72,59,62,53,53,53,54,55,55,55,54,59,59,59,57,66,66,66,57,1800000
54,67,0,0.001131205,58,50,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,110000
69,69,0.015418502,0.006942394,64,62,65,63,63,63,71,69,69,69,71,69,69,69,70,63,63,63,70,1100000
69,69,0.00660793,0.003658897,68,62,66,55,55,55,54,56,56,56,54,57,57,57,57,63,63,63,57,425000
58,68,0,0.002287436,60,55,48,53,53,53,57,56,56,56,57,58,58,58,58,58,58,58,58,200000
63,63,0,0.001186263,65,62,63,66,66,66,68,68,68,68,68,67,67,67,67,65,65,65,67,200000
67,79,0.00660793,0.012448257,69,57,49,68,68,68,59,63,63,63,59,58,58,58,58,53,53,53,58,1400000
63,65,0.002202643,0.002677852,66,52,46,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,300000
68,75,0.004405286,0.008944526,69,64,66,62,62,62,63,65,65,65,63,66,66,66,66,68,68,68,66,1100000
62,62,0,0.002457617,68,59,52,63,63,63,59,60,60,60,59,57,57,57,58,49,49,49,58,325000
70,70,0.017621145,0.009945592,67,68,69,69,69,69,70,69,69,69,70,67,67,67,71,67,67,67,71,1400000
71,71,0.044052863,0.020456786,71,65,66,68,68,68,72,71,71,71,72,71,71,71,71,64,64,64,71,2500000
62,62,0,0.001561663,62,54,48,54,54,54,55,54,54,54,55,56,56,56,58,58,58,58,58,260000
66,66,0.002202643,0.00453483,68,55,59,48,48,48,45,46,46,46,45,48,48,48,47,54,54,54,47,525000
59,70,0,0.00151161,69,57,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,210000
66,69,0.011013216,0.004895213,67,57,58,52,52,52,52,52,52,52,52,54,54,54,54,59,59,59,54,650000
63,70,0,0.003233444,67,63,56,48,48,48,53,51,51,51,53,53,53,53,56,56,56,56,56,425000
75,75,0.046255507,0.042480241,72,70,70,64,64,64,63,63,63,63,63,63,63,63,65,67,67,67,65,5000000
63,68,0,0.002432591,65,59,50,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,350000
59,74,0,0.002752932,68,50,48,43,43,43,45,42,42,42,45,43,43,43,48,48,48,48,48,300000
68,69,0.002202643,0.008443993,68,68,64,62,62,62,66,65,65,65,66,67,67,67,68,69,69,69,68,1000000
69,72,0.008810573,0.010946658,71,64,53,64,64,64,69,68,68,68,69,68,68,68,69,62,62,62,69,1300000
65,65,0,0.00439468,61,55,58,64,64,64,65,64,64,64,65,63,63,63,65,58,58,58,65,575000
67,67,0.004405286,0.00400927,68,59,70,60,60,60,60,61,61,61,60,63,63,63,61,65,65,65,61,525000
64,64,0.002202643,0.002657831,65,64,60,43,43,43,41,41,41,41,41,42,42,42,43,47,47,47,43,375000
69,69,0.004405286,0.003688929,65,71,68,50,50,50,47,49,49,49,47,51,51,51,51,58,58,58,51,600000
67,67,0.00660793,0.004664968,72,67,47,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,525000
65,66,0.002202643,0.00424452,65,61,62,66,66,66,64,64,64,64,64,62,62,62,62,54,54,54,62,650000
75,75,0.052863436,0.046985039,72,73,79,52,52,52,45,48,48,48,45,50,50,50,49,59,59,59,49,4900000
63,63,0.002202643,0.002782964,62,57,56,64,64,64,63,63,63,63,63,63,63,63,63,57,57,57,63,325000
52,72,0.002202643,0.00106113,68,44,54,48,48,48,52,51,51,51,52,53,53,53,53,50,50,50,53,100000
52,65,0,0.000705752,69,50,43,43,43,43,46,45,45,45,46,47,47,47,47,49,49,49,47,80000
57,73,0,0.002552719,67,54,49,57,57,57,57,57,57,57,57,56,56,56,56,51,51,51,56,220000
68,68,0.00660793,0.004189462,69,69,63,63,63,63,65,64,64,64,65,65,65,65,66,66,66,66,66,500000
65,72,0.002202643,0.005440794,66,63,63,56,56,56,60,59,59,59,60,62,62,62,62,66,66,66,62,750000
67,67,0.011013216,0.003939195,70,66,70,60,60,60,61,61,61,61,61,61,61,61,63,63,63,63,63,500000
60,60,0,0.001086157,64,55,46,55,55,55,59,57,57,57,59,58,58,58,61,58,58,58,61,170000
59,62,0.002202643,0.001261343,67,45,54,57,57,57,60,58,58,58,60,57,57,57,59,49,49,49,59,200000
55,62,0.004405286,0.000790842,71,52,39,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,90000
55,64,0,0.001021087,67,43,43,52,52,52,54,53,53,53,54,52,52,52,56,52,52,52,56,140000
69,69,0.046255507,0.007442927,74,68,64,62,62,62,68,66,66,66,68,66,66,66,69,66,66,66,69,825000
74,74,0.013215859,0.027464249,68,68,69,58,58,58,57,58,58,58,57,60,60,60,59,64,64,64,59,3800000
57,66,0,0.000805858,64,42,28,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
65,65,0.004405286,0.002537703,69,61,62,64,64,64,66,66,66,66,66,67,67,67,66,65,65,65,66,325000
60,72,0,0.002042175,63,56,40,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,290000
64,64,0.008810573,0.004564862,68,61,66,65,65,65,71,68,68,68,71,68,68,68,69,61,61,61,69,500000
69,69,0.00660793,0.00794346,68,65,64,66,66,66,69,68,68,68,69,70,70,70,68,69,69,69,68,1100000
59,62,0,0.001261343,66,57,43,61,61,61,61,61,61,61,61,60,60,60,59,53,53,53,59,200000
70,78,0.019577911,0.023071754,72,67,61,51,51,51,49,50,50,50,49,51,51,51,53,57,57,57,53,2481203.671
66,66,0.002202643,0.003563795,65,64,59,49,49,49,45,45,45,45,45,44,44,44,47,49,49,49,47,500000
64,64,0.002202643,0.002562729,65,59,59,49,49,49,51,50,50,50,51,51,51,51,54,55,55,55,54,300000
71,71,0.019577911,0.023071754,81,68,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2481203.671
69,69,0.008810573,0.006441861,68,63,56,55,55,55,47,50,50,50,47,50,50,50,49,55,55,55,49,700000
66,71,0.035242291,0.006942394,79,63,60,54,54,54,57,56,56,56,57,58,58,58,59,59,59,59,59,725000
55,70,0.002202643,0.023071754,62,45,39,47,47,47,47,47,47,47,47,48,48,48,48,49,49,49,48,170000
72,75,0.028634361,0.030967981,77,71,63,73,73,73,73,73,73,73,73,72,72,72,73,66,66,66,73,3900000
64,75,0.004405286,0.006441861,66,55,50,64,64,64,58,61,61,61,58,57,57,57,55,50,50,50,55,775000
69,69,0.017621145,0.023071754,69,63,63,64,64,64,65,64,64,64,65,64,64,64,65,65,65,65,65,400000
74,74,0.013215859,0.023960518,69,70,69,65,65,65,64,65,65,65,64,66,66,66,66,70,70,70,66,3200000
73,73,0.037444934,0.024461051,72,70,75,70,70,70,73,72,72,72,73,72,72,72,73,72,72,72,73,2900000
73,73,0.013215859,0.01294879,70,68,74,54,54,54,54,54,54,54,54,56,56,56,56,59,59,59,56,1600000
56,65,0,0.000956018,70,56,51,41,41,41,40,38,38,38,40,37,37,37,41,40,40,40,41,120000
60,65,0,0.001861983,64,64,58,57,57,57,60,60,60,60,60,60,60,60,60,58,58,58,60,270000
66,66,0.004405286,0.003313529,66,61,66,61,61,61,60,60,60,60,60,61,61,61,60,61,61,61,60,500000
67,77,0,0.014950923,73,62,62,65,65,65,69,68,68,68,69,68,68,68,70,64,64,64,70,1200000
74,74,0,0.024961584,72,64,63,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2300000
67,69,0.008810573,0.007442927,68,63,49,60,60,60,65,62,62,62,65,63,63,63,67,63,63,63,67,925000
64,65,0.002202643,0.002988182,62,51,57,43,43,43,40,41,41,41,40,41,41,41,42,45,45,45,42,400000
68,69,0.004405286,0.005440794,66,63,63,61,61,61,57,59,59,59,57,59,59,59,59,62,62,62,59,825000
72,72,0.052863436,0.017954121,72,67,65,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1900000
64,76,0,0.005440794,66,61,57,54,54,54,49,49,49,49,49,48,48,48,51,51,51,51,51,700000
67,67,0.004405286,0.003844094,68,64,60,65,65,65,67,66,66,66,67,67,67,67,68,67,67,67,68,625000
71,72,0.00660793,0.01445039,66,69,65,68,68,68,72,71,71,71,72,71,71,71,72,70,70,70,72,2200000
63,63,0.008810573,0.001751866,68,59,52,41,41,41,40,40,40,40,40,42,42,42,43,48,48,48,43,250000
56,71,0,0.001912036,66,55,44,52,52,52,56,55,55,55,56,55,55,55,56,52,52,52,56,200000
63,68,0.004405286,0.003588822,65,60,43,59,59,59,60,59,59,59,60,59,59,59,61,59,59,59,61,400000
73,73,0.013215859,0.013449324,73,76,69,70,70,70,73,73,73,73,73,73,73,73,73,73,73,73,73,1700000
75,75,0.004405286,0.006441861,70,75,84,66,66,66,66,67,67,67,66,69,69,69,66,72,72,72,66,900000
62,73,0.002202643,0.003203412,65,45,55,46,46,46,44,44,44,44,44,45,45,45,46,47,47,47,46,450000
68,73,0.00660793,0.011447191,68,66,64,66,66,66,70,68,68,68,70,69,69,69,70,68,68,68,70,1200000
72,72,0.004405286,0.00151161,69,68,54,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,210000
70,70,0.015418502,0.017954121,69,68,71,71,71,71,68,69,69,69,68,68,68,68,67,63,63,63,67,1700000
71,71,0.013215859,0.021958386,71,70,63,71,71,71,73,72,72,72,73,71,71,71,72,66,66,66,72,2100000
63,81,0.013215859,0.009445059,82,58,60,58,58,58,62,62,62,62,62,63,63,63,63,63,63,63,63,750000
63,68,0.002202643,0.002587756,68,62,66,63,63,63,66,65,65,65,66,65,65,65,66,63,63,63,66,400000
53,68,0,0.001576679,70,35,39,50,50,50,54,52,52,52,54,52,52,52,53,45,45,45,53,130000
48,66,0,0.000480512,54,45,31,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
69,76,0.008810573,0.023071754,69,70,59,70,70,70,66,68,68,68,66,65,65,65,64,57,57,57,64,1500000
53,62,0,0.000590629,63,52,42,50,50,50,50,50,50,50,50,51,51,51,52,54,54,54,52,90000
64,64,0,0.00182194,64,60,57,43,43,43,39,40,40,40,39,41,41,41,42,46,46,46,42,260000
69,78,0.017621145,0.018454654,77,68,61,62,62,62,66,67,67,67,66,69,69,69,67,69,69,69,67,1600000
70,73,0.046255507,0.021457853,70,66,54,57,57,57,67,64,64,64,67,68,68,68,68,70,70,70,68,2200000
62,62,0.002202643,0.00143653,64,55,62,54,54,54,57,55,55,55,57,56,56,56,58,57,57,57,58,240000
71,77,0,0.03897651,71,67,73,66,66,66,72,71,71,71,72,71,71,71,71,64,64,64,71,3200000
73,73,0.044052863,0.010946658,75,71,72,62,62,62,63,64,64,64,63,65,65,65,66,69,69,69,66,1200000
69,69,0.008810573,0.008944526,68,66,66,69,69,69,68,68,68,68,68,67,67,67,67,61,61,61,67,1100000
69,77,0.00660793,0.01445039,68,64,63,64,64,64,68,68,68,68,68,69,69,69,67,64,64,64,67,1500000
67,67,0.008810573,0.023071754,66,57,50,60,60,60,62,60,60,60,62,60,60,60,62,62,62,62,62,575000
68,80,0.008810573,0.011947724,78,64,32,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1300000
67,73,0.013215859,0.023071754,67,66,56,64,64,64,70,68,68,68,70,68,68,68,68,59,59,59,68,1000000
65,73,0.002202643,0.005941328,66,61,64,65,65,65,66,65,65,65,66,66,66,66,66,65,65,65,66,800000
60,65,0,0.002492655,65,45,42,56,56,56,60,59,59,59,60,58,58,58,60,53,53,53,60,280000
67,82,0.015418502,0.02095732,74,62,71,61,61,61,62,63,63,63,62,64,64,64,65,67,67,67,65,1700000
66,66,0.002202643,0.005440794,69,66,67,54,54,54,55,55,55,55,55,56,56,56,58,59,59,59,58,525000
68,71,0.011013216,0.009945592,68,65,69,61,61,61,65,65,65,65,65,67,67,67,67,68,68,68,67,1100000
63,67,0.002202643,0.003083284,67,60,58,59,59,59,63,62,62,62,63,64,64,64,65,64,64,64,65,475000
58,73,0,0.002807991,71,47,59,55,55,55,60,58,58,58,60,60,60,60,60,57,57,57,60,270000
64,77,0,0.007442927,67,60,50,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,700000
67,73,0,0.00794346,64,64,64,62,62,62,68,67,67,67,68,67,67,67,68,62,62,62,68,1000000
66,66,0.004405286,0.004835149,67,54,52,62,62,62,67,64,64,64,67,64,64,64,66,59,59,59,66,675000
62,81,0.002202643,0.006942394,73,56,55,54,54,54,59,57,57,57,59,58,58,58,60,57,57,57,60,525000
58,65,0.004405286,0.001601706,67,55,52,56,56,56,57,58,58,58,57,59,59,59,58,59,59,59,58,180000
56,71,0,0.001806924,65,49,41,40,40,40,40,39,39,39,40,39,39,39,41,41,41,41,41,180000
62,78,0,0.006441861,71,55,56,62,62,62,64,62,62,62,64,62,62,62,65,59,59,59,65,625000
67,71,0.004405286,0.010946658,70,56,70,68,68,68,61,64,64,64,61,63,63,63,60,57,57,57,60,1000000
65,68,0.002202643,0.004409696,63,66,61,63,63,63,65,64,64,64,65,65,65,65,66,65,65,65,66,675000
59,73,0,0.002828012,70,53,49,45,45,45,44,45,45,45,44,46,46,46,47,50,50,50,47,300000
58,66,0.004405286,0.002217361,72,47,61,58,58,58,60,59,59,59,60,57,57,57,58,50,50,50,58,190000
64,64,0.002202643,0.023071754,63,66,63,65,65,65,63,64,64,64,63,62,62,62,63,59,59,59,63,240000
58,67,0.002202643,0.001892015,77,60,56,47,47,47,50,49,49,49,50,50,50,50,52,51,51,51,52,170000
65,65,0.019577911,0.023071754,73,68,60,66,66,66,66,66,66,66,66,65,65,65,65,59,59,59,65,2481203.671
51,71,0,0.001036103,66,40,58,48,48,48,51,50,50,50,51,51,51,51,53,51,51,51,53,80000
60,80,0,0.005440794,71,55,53,60,60,60,59,58,58,58,59,56,56,56,57,50,50,50,57,425000
62,62,0,0.001531631,64,59,55,57,57,57,58,57,57,57,58,57,57,57,60,60,60,60,60,220000
74,74,0.04185022,0.035973312,76,71,69,62,62,62,55,58,58,58,55,57,57,57,57,61,61,61,57,3800000
58,70,0.004405286,0.001826946,77,57,42,43,43,43,38,40,40,40,38,38,38,38,40,41,41,41,40,180000
53,63,0,0.000775826,69,58,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
62,70,0.002202643,0.002657831,64,47,48,48,48,48,56,51,51,51,56,52,52,52,58,53,53,53,58,375000
67,70,0.019577911,0.023071754,73,60,52,54,54,54,56,54,54,54,56,54,54,54,59,57,57,57,59,2481203.671
66,67,0.00660793,0.005440794,65,69,68,63,63,63,65,65,65,65,65,66,66,66,65,66,66,66,65,750000
67,78,0.004405286,0.011447191,68,67,64,65,65,65,68,68,68,68,68,68,68,68,69,67,67,67,69,1300000
61,61,0,0.001967095,64,52,53,62,62,62,57,58,58,58,57,56,56,56,56,52,52,52,56,280000
47,67,0,0.000700746,58,50,41,46,46,46,46,46,46,46,46,47,47,47,48,47,47,47,48,60000
63,71,0,0.004479771,65,61,53,59,59,59,64,62,62,62,64,62,62,62,63,57,57,57,63,550000
67,70,0.00660793,0.008443993,67,58,64,65,65,65,68,67,67,67,68,68,68,68,69,67,67,67,69,950000
69,69,0.013215859,0.006942394,69,56,72,63,63,63,67,67,67,67,67,70,70,70,68,69,69,69,68,925000
57,80,0.004405286,0.003273486,76,43,60,55,55,55,59,57,57,57,59,56,56,56,58,51,51,51,58,230000
51,71,0,0.001036103,66,47,38,48,48,48,48,49,49,49,48,50,50,50,50,51,51,51,50,80000
70,70,0.008810573,0.010946658,70,71,70,71,71,71,65,67,67,67,65,64,64,64,65,61,61,61,65,1700000
66,69,0.004405286,0.004940261,67,55,62,61,61,61,61,61,61,61,61,62,62,62,62,64,64,64,62,675000
68,68,0.026431718,0.006441861,74,61,65,51,51,51,50,49,49,49,50,50,50,50,52,55,55,55,52,750000
69,74,0.008810573,0.008944526,67,74,65,52,52,52,55,53,53,53,55,53,53,53,57,56,56,56,57,1200000
65,65,0.015418502,0.002457617,75,63,59,66,66,66,65,67,67,67,65,64,64,64,64,57,57,57,64,280000
70,70,0.04185022,0.009445059,78,63,72,58,58,58,56,56,56,56,56,57,57,57,57,60,60,60,57,1000000
57,65,0,0.000865922,67,48,48,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
66,66,0,0.003844094,63,67,61,64,64,64,66,66,66,66,66,66,66,66,67,67,67,67,67,625000
72,76,0.055066079,0.033470646,70,75,62,55,55,55,53,53,53,53,53,53,53,53,55,57,57,57,55,3400000
58,67,0.008810573,0.001836956,74,40,53,55,55,55,58,57,57,57,58,56,56,56,58,53,53,53,58,200000
63,63,0,0.002657831,64,57,57,58,58,58,62,59,59,59,62,59,59,59,63,59,59,59,63,375000
73,75,0.030837004,0.038475977,70,65,70,70,70,70,75,74,74,74,75,75,75,75,75,74,74,74,75,4900000
72,75,0.024229075,0.023071754,68,62,73,70,70,70,73,71,71,71,73,71,71,71,72,65,65,65,72,3900000
59,70,0,0.002167308,64,48,58,53,53,53,59,56,56,56,59,57,57,57,59,51,51,51,59,270000
60,60,0.004405286,0.001656764,68,47,42,48,48,48,49,47,47,47,49,47,47,47,51,51,51,51,51,160000
60,60,0.002202643,0.001256338,65,56,46,50,50,50,54,53,53,53,54,55,55,55,57,59,59,59,57,160000
66,66,0.004405286,0.003128332,70,62,67,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,375000
66,70,0.002202643,0.005440794,67,65,66,60,60,60,65,63,63,63,65,65,65,65,66,66,66,66,66,700000
72,72,0.013215859,0.019956253,71,73,72,71,71,71,69,71,71,71,69,71,71,71,71,73,73,73,71,2700000
57,74,0,0.001912036,64,55,37,47,47,47,51,48,48,48,51,49,49,49,52,48,48,48,52,200000
69,69,0.026431718,0.007442927,70,69,50,58,58,58,60,58,58,58,60,58,58,58,62,60,60,60,62,800000
69,69,0.017621145,0.010946658,70,64,50,70,70,70,64,66,66,66,64,62,62,62,64,59,59,59,64,1100000
67,75,0.004405286,0.023071754,65,60,72,58,58,58,63,63,63,63,63,66,66,66,66,67,67,67,66,1100000
53,65,0,0.000635677,55,39,37,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,80000
72,82,0.004405286,0.044982907,71,71,65,69,69,69,73,71,71,71,73,72,72,72,75,72,72,72,75,5000000
72,73,0.008810573,0.023960518,67,75,75,67,67,67,69,70,70,70,69,71,71,71,70,72,72,72,70,3600000
69,69,0.004405286,0.006441861,67,70,69,54,54,54,60,56,56,56,60,59,59,59,63,63,63,63,63,750000
68,71,0.019577911,0.023071754,67,58,59,66,66,66,70,69,69,69,70,69,69,69,69,62,62,62,69,2481203.671
52,69,0,0.000875933,66,42,45,52,52,52,52,51,51,51,52,49,49,49,50,41,41,41,50,100000
71,78,0.011013216,0.024961584,71,70,68,66,66,66,69,68,68,68,69,68,68,68,71,68,68,68,71,2800000
65,65,0.008810573,0.002232377,78,62,41,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,270000
63,81,0.002202643,0.009945592,79,60,69,58,58,58,61,61,61,61,61,63,63,63,62,64,64,64,62,725000
66,69,0,0.004409696,64,57,60,59,59,59,61,61,61,61,61,62,62,62,64,64,64,64,64,675000
65,65,0.00660793,0.003743987,67,57,45,65,65,65,59,62,62,62,59,60,60,60,58,55,55,55,58,525000
64,84,0.015418502,0.011447191,85,63,59,50,50,50,52,52,52,52,52,54,54,54,54,57,57,57,54,800000
63,66,0.004405286,0.002988182,65,61,44,41,41,41,39,39,39,39,39,38,38,38,40,41,41,41,40,400000
63,63,0.004405286,0.001917042,66,58,51,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,240000
69,79,0.019823789,0.013449324,79,66,65,63,63,63,70,68,68,68,70,68,68,68,70,61,61,61,70,1700000
67,67,0.002202643,0.00348371,67,65,68,55,55,55,52,53,53,53,52,52,52,52,54,56,56,56,54,525000
71,71,0.011013216,0.013949857,67,72,65,67,67,67,70,69,69,69,70,70,70,70,71,71,71,71,71,2200000
69,69,0.019577911,0.023071754,67,65,64,52,52,52,55,53,53,53,55,55,55,55,58,59,59,59,58,2481203.671
68,68,0.002202643,0.002467628,65,72,67,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,375000
64,67,0,0.023071754,63,60,63,63,63,63,66,65,65,65,66,65,65,65,65,60,60,60,65,575000
70,70,0.015418502,0.00794346,71,66,44,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1100000
67,67,0.00660793,0.002562729,65,62,59,53,53,53,56,55,55,55,56,57,57,57,57,60,60,60,57,300000
61,69,0,0.002292441,63,48,47,53,53,53,57,56,56,56,57,57,57,57,59,58,58,58,59,325000
74,75,0.026431718,0.05199037,71,70,71,52,52,52,52,52,52,52,52,54,54,54,55,59,59,59,55,5000000
70,70,0.04845815,0.008443993,73,70,76,66,66,66,65,66,66,66,65,67,67,67,66,70,70,70,66,875000
65,73,0.002202643,0.006942394,71,60,56,54,54,54,59,57,57,57,59,59,59,59,61,59,59,59,61,675000
66,74,0.011013216,0.023071754,73,60,60,56,56,56,57,56,56,56,57,56,56,56,59,59,59,59,59,825000
63,74,0.002202643,0.004614915,69,57,49,55,55,55,59,58,58,58,59,58,58,58,60,58,58,58,60,550000
56,63,0,0.000590629,65,46,35,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,90000
